input_usi	input_name	input_structure	input_partial_structure	input_molecule_origin	input_original_molecule_name	input_original_molecule_structure	input_microbe_ncbi	input_microbe_name	input_microbe_DNARNA	input_microbial_community	input_microbial_community_description	input_biosynthesis_mibig	input_biosynthesis_genes	input_biosynthesis_description	input_source	input_activity	input_concentration_activity	input_phenotype_associated	input_phenotype_direction	input_concentration_phenotype	input_references	input_references_link	grant_agency	grant_number	input_comment	task	user	database_id	input_confirmation	input_confirmation_description	createtime	inchikey	compound_inchikey	npatlas_url
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006676578	Dihydrocaffeic acid	OC(=O)CCc1ccc(O)c(O)c1		Diet											Diet						29997698				"Biomarker based on literature search for: (Coffee); Found in foodMASST for: (complex,complex, cowpea)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-4192469a-e2b9-4078-bedc-181309cf80f0	Not applicable		2025-01-30T22:43:40.212908	DZAUWHJDUNRCTF-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004719862	Dihydrocapsaicin	COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O		Diet											Diet						35247666				"Biomarker based on literature search for: (pepper); Found in foodMASST for: (cauliflower, jicama, kombucha, pepper, tuna, black bean, bean, tomato, barlett pear, salmon, cashew, duck breast, filet, red chili pepper, cheese,jicama, strawberry, cherry tomato, napa cabbage, green bean, soybean, turkey, carrot, green pepper, persian cucumber, complex, jack cheese, fruit, animal, grape, corn, vegetable/herb, meat, green bell pepper, jalapeno pepper, cucumber, plant, sesame, butter, grain/grass, smoked paprika, sweet potato, vegetable, chickpea, fleshy fruit, green chili pepper, berry, chili pepper, thai basil, bamboo shoot, thai pepper, beef, watermelon, raclette cheese, goat cheese, herb/spice)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-49702cc4-dba6-4514-806e-00e592df569f	Not applicable		2025-01-30T23:23:04.274516	XJQPQKLURWNAAH-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005777299	Dihydrochalcone	O=C(CCc1ccccc1)c2ccccc2		Diet											Diet						32823772				"Biomarker based on literature search for: (apple juice); Found in foodMASST for: (complex, cashew,cardamom, cowpea, corn husk, adzuki bean, plant, cassis, cranberry bean, soybean, thyme, garbanzo bean)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-fecb2177-3626-48e8-8e4b-234ba827c369	Not applicable		2025-01-31T00:20:29.190565	QGGZBXOADPVUPN-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006673608	"Dihydroxyphenyl-gamma-valerolactone; 5-[(3,4-Dihydroxyphenyl)methyl]oxolan-2-one"	Oc1ccc(CC2CCC(=O)O2)cc1O		Diet											Diet						30519365				"Biomarker based on literature search for: (apple); Found in foodMASST for: (cowpea,carrot, yellow chard, mint, cherry tomato, green bean, turkey, carrot, complex, fruit, rosemary, asparagus, betel nut, apple_cider, kiwi, saigon cinnamon, celery, beef, lemon, Black tea, herb/spice)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-b6e87817-40f9-49e7-9310-ef66254c85f4	Not applicable		2025-01-31T00:32:13.062139	ZNXXWTPQHVLMQT-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006124052	Docosahexaenoic acid	CC\C=C/C/C=C\C\C=C/C/C=C\C\C=C/C/C=C\CCC(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"											Diet; Microbial; Host						29420061	https://doi.org/10.1016/j.ejbt.2017.10.003			"Biomarker based on literature search for: (fish and fatty fish); Found in foodMASST for: (elk loin, fuerte avocado, trout, eye, head with eyeball, tilapia, smelt, skin, salmon, organ, avocado, butterfish, tail muscle, mouse, lean, ostrich jerkey, turkey, complex, snapper, corn, meat, plant, pylo_cec, tail meat,quinoa, brain, fins, bull, white skin, mackerel, lizard arm, hass avocado, mixed meat, silversides, self caught fish, shrimp, anchovy, egg_chicken)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-4bbedd54-9ad9-4ee0-9abd-192b4e3f3024	Not applicable		2025-01-30T22:18:06.951551	MBMBGCFOFBJSGT-KUBAVDMBSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004684740	Docosapentaenoic acid	CC/C=C\C\C=C/C/C=C\C\C=C/C\C=C/CCCCCC(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"			65069	Pythium acanthicum ATCC 18660							Diet; Microbial; Host						26097290	https://doi.org/10.1038/sj.jim.2900505			Biomarker based on literature search for: (human milk)	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-0bb159f2-0ca6-4ce8-9d07-2f01c8ee730e	Not applicable		2025-01-30T22:18:10.713254	YUFFSWGQGVEMMI-JLNKQSITSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010102529	DOPA	N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"	L-tyrosine	N[C@@H](CC1=CC=C(O)C=C1)C(O)=O	589328; 875878	Bacillus sp. JPJ; Brevundimonas sp. SGJ							Diet; Microbial; Host						32477848; 20963458; 22322829	https://doi.org/10.1007/978-3-031-15080-7_70			"Biomarker based on literature search for: (M. pruriens beans); Found in foodMASST for: (young sweet corn, gut loaded, yellow chard, beet, fava bean, red chili pepper, turkey, complex, fruit, corn, wax worm, plant, potato,worm, banana, grain/grass, fins, worm, coffee, sardine, cricket, wheat beer, chard, orange chard, beef, red chard)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-8614b6c9-675d-410d-b8fc-06f76372706b	Confirmed		2025-01-30T23:17:50.846121	WTDRDQBEARUVNC-LURJTMIESA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000005253	Dopamine	[H+].[Cl-].NCCc1ccc(O)c(O)c1		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"	L-DOPA	OC([C@@H](N)CC1=CC=C(O)C(O)=C1)=O	1351	Enterococcus faecalis							Diet; Microbial; Host						29748506; 31196984	https://doi.org/10.1007/978-3-031-15080-7_70			"Biomarker based on literature search for: (apples,pea,avocado,banana)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-9cab52e3-44c4-456a-baeb-7abdf7cce854	Not applicable		2025-01-30T23:17:53.910228	CTENFNNZBMHDDG-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136765	Elaidic acid	CCCCCCCC/C=C/CCCCCCCC(O)=O		Diet; Microbial metabolism of food molecules			1408099	Fusimonas intestini							Diet; Microbial						17694343; 12454268; 36652945				"Biomarker based on literature search for: (vegetable oil); Found in foodMASST for: (complex, fruit, head, chickpea, chili pepper, bamboo shoot, trout, beef,complex, marchigiana lard, yeast, cream_cow, yogurt_cow, turkey, havarti cheese)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-ab96a555-a209-4ef7-a7cf-9662f0914abc	Not applicable		2025-01-30T22:18:13.896994	ZQPPMHVWECSIRJ-MDZDMXLPSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006369671	Ellagic Acid	Oc1cc2C(=O)Oc3c(O)c(O)cc4C(=O)Oc(c1O)c2c34		Diet; Microbial metabolism of food molecules	Ellagitannin	CC(=O)C[C@]1(C(=O)C=C2[C@H]3[C@@]1(OC4=C3C(=CC(=C4O)O)C(=O)O[C@@H]5[C@H]6COC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O[C@@H]5[C@H]([C@@H](O6)OC(=O)C9=CC(=C(C(=C9)O)O)O)OC2=O)O)O)O)O)O)O)O)O	1270	Micrococcus luteus							Diet; Microbial						37051367	https://doi.org/10.1002/ep.14213			"Biomarker based on literature search for: (Pecan nuts); Found in foodMASST for: (orange bell pepper, mango, kombucha, orange leaf, rose, cranberry, tomato, milk Oolong, strawberry, crystal hops, salami, cacoa, olive, curly leaf lettuce, honey, persian cucumber, green pepper, white wine, carrot, cloves, cabernet sauvignon, vegetable/herb, fuyu persimmon, jalapeno pepper, quince, cassis, red bell pepper, raspberry, chili pepper, berry, apple, White tea, thai pepper, cilantro, basil, Black tea, blenham apricot, herb/spice, carrot greens, IPA, cowpea, merlot, red, red grape, pepper, grain_fermented, black bean, styrian golding hops, strawberry jam,walnut, walnut, red guava, zuchini blossom, lemon guava, caper, rhubarb, zinfindel, cherry tomato, wonderberry, green bean, yerba mate, apricot, fruit, animal, cucumber, meat, green bell pepper, Matcha tea, plant, quinoa, apple_cider, barley, red raspberry, pomegranate, syrah, petit sirah, duck, yellow squash, Rooibos, hazelnut, tea/infusion, green chili pepper, sweet potato leaf, pinot noir, Pu'er tea, guada hervida, blueberry, nasturtium flower, pecan, cauliflower, orange, coconut, red onion, yeast, sumac, bean, cabbage, barlett pear, cashew, marigold, avocado, shishito pepper, winter onion, complex, Oolong tea, blue cheese, adzuki bean, cherry, red wine, Green tea, green grape, grain/grass, romaine lettuce, thyme, smoked paprika, onion, fleshy fruit, pear, morel, strawberry guava, forbidden rice, steak, grasshopper, green fennel, oregano, jicama, ice cream, chicken, pork, salmon, fava bean, zucchini, tea, blackberry, port, grape, black mission fig, sweet potato, lettuce, bay leaf, honey_clover, heirloom lettuce, purple lettuce, white onion)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-ddc46746-eb66-443b-8b4e-fbd3f49dff60	Not applicable		2025-01-31T00:23:27.259630	AFSDNFLWKVMVRB-UHFFFAOYSA-N	AFSDNFLWKVMVRB-UHFFFAOYSA-N	[NPAtlas](https://www.npatlas.org/explore/compounds/NPA004650)
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00011430127	epicatechin	O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3		Diet											Diet						30519365				"Biomarker based on literature search for: (apple); Found in foodMASST for: (mango, peanut butter, kombucha, rose, cranberry, pistachio, arborio rice, milk Oolong, strawberry, crystal hops, cacoa, french green, sparkling water, carrot, white wine, cabernet sauvignon, laurel, vegetable/herb, fuyu persimmon, seaweed, rose wine, quince, cassis, ale, plum, juniper berry, green lentil, raspberry, apple, White tea, matcha green tea, chocolate milk, Black tea, blenham apricot, donut peach, herb/spice, nutmeg, carrot greens, IPA, Flavored Black tea, cowpea, merlot, red, red grape, grain_fermented, black bean, nectarine, strawberry jam, walnut, copohazu, styrian golding hops, cream cheese, pine nut, red guava, zinfindel, lemon guava, beer, peanut, mineral water, apricot, fruit, cucumber, Matcha tea, asparagus, plant, quinoa, apple_cider, barley, red raspberry, pomegranate, kava root, buckwheat, petit sirah, syrah, almond, Rooibos, hazelnut, kiwi, white, plantain, pinto bean, tea/infusion, taro, Frederick passion fruit, macadamia, lizard arm, pinot noir, Pu'er tea, blueberry, acai, timothy grass, purple mangosteen, pecan, coconut, lentil, yeast, bean, cocoa seed, barlett pear, white peach, cashew, avocado, durum wheat semolina, purple bean, complex, halibut, Oolong tea, adzuki bean, asian pear, potato, banana, cherry, red wine, Green tea, green grape, grain/grass, red lentil, blood orange, red rice, fleshy fruit, saigon cinnamon, wheat beer, pear, blue corn, hass avocado, strawberry guava, manchego cheese, black orca bean, fig, oregano, cannabis leaf, ice cream, passionfruit, dragonfruit, cranberry bean, hemp, moriche palm, fava bean, tea, blackberry, soybean, yogurt_cow, galangal, port, hearts of palm, black lentil, pork cheek, grape,purple mangosteen, betel nut, black mung bean, green mung bean, rice, bay leaf, wheat, egg_chicken)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-97427cdb-089b-4b64-977f-26b1c252280f	Not applicable		2025-01-30T22:43:44.456274	PFTAWBLQPZVEMU-UKRRQHHQSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000426125	Ergocalciferol; Vitamin D2	CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)CCC3=C		Diet											Diet							https://europepmc.org/article/AGR/IND20602927			Biomarker based on literature search for: (meat and milk product)	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-5ff6697b-b86f-4bbf-9e54-c92510e82a6a	Not applicable		2025-01-31T00:30:22.007894	MECHNRXZTMCUDQ-RKHKHRCZSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000426385	Erythritol	OC[C@H](O)[C@H](O)CO		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"			51453; 203381	Moniliella megachiliensis; Trichoderma reesei							Diet; Microbial; Host						36615861; 38937852; 28484010				"Biomarker based on literature search for: (melon, watermelon, pears, grapes)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-47fa279f-9b7a-4bd7-9982-2051e373165f	Not applicable		2025-01-31T00:33:09.521663	UNXHWFMMPAWVPI-ZXZARUISSA-N	UNXHWFMMPAWVPI-ZXZARUISSA-N	[NPAtlas](https://www.npatlas.org/explore/compounds/NPA017638)
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012468183	Estragole	COc1ccc(CC=C)cc1		Diet											Diet						34574258				"Biomarker based on literature search for: (Lettuce, olive oil, hard cheese, pine nuts, garlic); Found in foodMASST for: (elk loin, iceberg lettuce, rabbit ear, rye, tentacle, gill, orange leaf, red cabbage, havarti cheese, formula, chantrelle mushroom, milk Oolong, organ, cheese, american cheese, strawberry, crystal hops, giant meal worm, brown rice, curly leaf lettuce, egg_salmon, carrot, cloves, parsley, sunchoke, rosemary, fuyu persimmon, pylo_cec, green lentil, beer mash, berry, thai pepper, spleen, matcha green tea, chocolate milk, lemon grass, grain_fermented, strawberry jam, pine nut, african blue basil, red chili pepper, bonito, provolone, red beet, lean, gut, yerba mate, string cheese, brown sea vegetable, white asparagus, beef jerkey, cucumber, green bell pepper, wax worm, green sea vegetable, butter, red romaine lettuce, chocolate mint, kava root, yellow squash, taro, kiwi, chickpea, borage flower, cardamom, pinot noir, Pu'er tea, pecorino cheese, timothy grass, grape tomato, nasturtium flower, tomato sauce, pineapple, turkish fig, coconut, yellow/brown meat, beet, nori seaweed, avocado, durum wheat semolina, licorice, ricotta cheese, papaya, winter onion, hulled millet, lemon balm, meat and skin, adzuki bean, rat skin and fur, midnight moon cheese, banana, midsection dark meat, green grape, dark fish skin, smoked paprika, white bean, brown meat, bok choy, beef fat, saigon cinnamon, marjoram, miyaki mushroom, maple syrup, hass avocado, pear, semolina, dark meat, black ant, forbidden rice, brussel sprout, strawberry guava, bloomy cheese, red worm, fig, shiitake mushroom, langostino, fish_saltwater, ice cream, passionfruit, Jerusalem artichoke, fat, pork chop, dragonfruit, mid portion meat, parmesan cheese, Iberico cheese, ginger, yellow chard, thai eggplant, dairy, moriche palm, orzo, long grain brown rice, turkey inner meat, sungold tomato, corn flour, durum wheat, churro, supplement, pea, jack cheese, lotus seed, green curly baby romaine, oyster mushroom, yaki nori, betel nut, armenian cucumber, heirloom tomato, brain, sweet potato, green mung bean, lettuce, rice, thai basil, octopus, mouse feet, brie cheese, silversides, raclette cheese, filet mignon, amaranth, orange bell pepper, red garlic, egg_poultry, liver, young sweet corn, orange carrot, kale, rose, black pig, tomato, red meat, dubliner cheese, vegetable_undetermined, cacoa, end fin, sunflower seed, white wine, beef shank, cabernet sauvignon, globe artichoke, intestines, tomato paste, mandarin, pumpkin, plum, ale, sardine, yellow carrot, meal worm, chili pepper, curly parsley, pachino cherry tomato, apple, lemon, mouse intestines, cheddar cheese, marchigiana beef, cowpea, saffron, meat_undetermined, red grape, pepper, 7iyn, lima bean, styrian golding hops, nectarine, walnut, shoulder roast, chia, dark red, lemon guava, beer, wonderberry, apricot, seafood, wild rice, ribs, animal, collard greens, mouse skin and fur, salt, cactus, scallop, ripe black fine truffle, scales, pomegranate, pork sausage, buckwheat, pitaya, midsection, duck, orange cherry tomato, hazelnut, kelp, Frederick passion fruit, ground bison, white skin, sweet potato leaf, betel nut leaf, guada hervida, beef, acai, fatty meat, red chard, spring roll, purple mangosteen, hay, potato chip, jade pearl rice, frisee lettuce, orange, red onion, yeast, curry plant, pork shoulder, skin, cabbage, cocoa seed, head, heart, midsection skin, purple bean, bile, complex, d anjou pear, mung bean, water, blue cheese, white sesame seed, spinach, grain/grass, spine, dandelion green, coffee, thyme, lemon cucumber, red leaf lettuce, artichoke, african catfish, lamb, fleshy fruit, crimini mushroom, mackerel, sage, prosciutto, turkey outer surface, pepperonchini, pig back, broccoli, white rice, oregano, cranberry bean, rolled oats, pork, flower, escarole, smelt, salmon, boschetto cheese, tail muscle, spicy pepper, mouse, night crawler, yogurt_cow, turkey, galangal, lorikeet nectar, white wheat berry, hearts of palm, black lentil, farro, lime leaf, black mung bean, cod, honey_clover, gouda cheese, self caught fish, white onion, mouse skin, japanese eggplant, yuca, kombucha, straw mushroom, wine cheese, tilapia, cranberry, pistachio, white fat, lizard tail, washed cheese, salami, orange thyme, napa cabbage, mustard, turkey fat, laurel, beef tenderloin, pineapple sage, jalapeno pepper, lavender, golden flaxseed, mouse body, vitamin E, bacon, juniper berry, horse, meyer lemon, raspberry, tough meat, lizard body, White tea, cream_cow, watermelon, basil, garlic powder, blenham apricot, herb/spice, middle meat, poppy seed, Flavored Black tea, bulgur wheat, ahi tuna, merlot, eye, red raspberry, brut, white meat, copohazu, rhubarb, red guava, egg_quail, cherry tomato, fatty light meat, pink fat, green bean, Chlamydomonas reinhardtii, shoulder chops, sugarcane, fruit, saurkraut, bergamot, sweet corn, red radish, asparagus, quinoa, apple_cider, fins, worm, pumpkin blossom, gonad, petit sirah, syrah, almond, cricket, vegetable, lizard head, green onion, macadamia, red cherry tomato, green chili pepper, anchovy, mixed meat, chicken liver, riesling, cicerchia, cauliflower, leek, head with eyeball, golden berry, bean, butter leaf lettuce, barlett pear, truffle hooked, cashew, duck breast, filet, butterfish, shishito pepper, mustard greens, buffalo jerkey, ostrich jerkey, cinnamon, snapper, green tomato, corn, Oolong tea, turkey dark meat, milk, bunching onion, cherry, red wine, mineola orange, french radish, red lentil, romaine lettuce, blood orange, european soldier bean, wheat beer, patty pan squash, blue corn, garlic, manchego cheese,pork end cut, medjool date, green squash, grasshopper, herring, common bean, cannabis leaf, brazil nut, jicama, radish, chicken, ham, hemp, arugula, fava bean, blackberry, soybean, sesame seed, tail fins, grapefruit, port, stilton cheese, insect, pork cheek, dulse, ground cherry, normal, dig, snail, lacinato kale, honey_chestnut, pomelo, satsuma mandarin, brown flaxseed, premature black fine truffle, marchigiana lard, kumquat, egg_chicken, maitake mushroom, mushroom, white garlic, honey_macadamia, top round, fuerte avocado, center meat, red radish greens, feta cheese, anise, mango, trout, peanut butter, face meat, gut loaded, tap water, mouse tail, free range, utaka, arborio rice, sauvignon blanc, purple cabbage, tupiro, pork white meat, yellow cherry tomato, sparkling water, green cabbage, honey, green pepper, vegetable/herb, kohlrabi, seaweed, soda, quince, rose wine, cassis, red bell pepper, tail meat, nasturtium leaf, garlic tops, bull, orange chard, tail, chicken thigh, navel orange, cilantro, shrimp, short grain brown rice, Black tea, donut peach, nutmeg, carrot greens, IPA, red, red meat with fat, black bean, cream cheese, zinfindel, caper, zuchini blossom, peanut, eye lens, honey_sage, king oyster mushroom, watercress, pink meat, turkey breast, hemp seed, meat, Matcha tea, plant, petit basque cheese, palm fruit, english pea, pork fat, dill, barley, vein/blood, black pepper, white, plantain, pinto bean, tomme brulee cheese, sugar plum tomatoes, steel-cut oats, lizard arm, sarro di bufala cheese, manzanilla olive, wheat berry, blueberry, honeydew melon, stomach, pecan, vitamin, fin, white mushroom, lentil, sumac, cantelope melon, chicken dark meat, white peach, greek basil, marigold, molasses, purple carrot, lime, wheat bran, pearled farro, macaroni, halibut, potato, side muscle, milk_cow, anchovy extract, eggplant, clementine, agave sap, Green tea, oat, onion, squid, not collected, mouse head, bony fish, morel, natural cheese, dill flower, goat cheese, black orca bean, steak, galia, veal, green fennel, tuna, dark red meat, sour cream, mashed potato, pork red meat, pelvic fins, zucchini, tea, tomatillo, garbanzo bean, flesh, grape, pork lard, corn husk, rock fish, pole bean, mozzarella cheese, bay leaf, chard, chuck roast, eyeball frame, heirloom lettuce, chive blossom, wheat, celery, beef short rib, milk_goat, purple lettuce)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-21474279-48a5-4764-bb3c-5005d0029908	Not applicable		2025-01-31T00:22:25.157051	ZFMSMUAANRJZFM-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010011997	Ethylvanillin	CCOc1cc(C=O)ccc1O		Diet											Diet						35684521				"Biomarker based on literature search for: (vanilla beans); Found in foodMASST for: (turkey, pine nut,pine nut)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-86fb2863-765b-4b13-8ec0-34cc15954ccd	Not applicable		2025-01-31T00:21:26.760567	CBOQJANXLMLOSS-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006119627	Ferulic Acid	COc1cc(\C=C\C(O)=O)ccc1O		Diet; Unknown/Undefined			1613	Lactobacillus fermentum							Diet; Microbial						24077320; 30368647				"Biomarker based on literature search for: (corn milk and corn cider); Found in foodMASST for: (orange bell pepper, fuerte avocado, red radish greens, japanese eggplant, mango, rye, anise, kale, young sweet corn, orange leaf, orange carrot, kombucha, red cabbage, cranberry, tomato, strawberry, crystal hops, vegetable_undetermined, cacoa, yellow cherry tomato, napa cabbage, sparkling water, mustard, olive, brown rice, honey, persian cucumber, carrot, green pepper, white wine, cloves, vanilla bean, cabernet sauvignon, globe artichoke, sesame oil, pineapple sage, vegetable/herb, rosemary, kohlrabi, lavender, jalapeno pepper, golden flaxseed, tomato paste, rose wine, cassis, red bell pepper, mandarin, plum, ale, garlic tops, yellow carrot, meyer lemon, chili pepper, pachino cherry tomato, berry, orange chard, apple, worm, thai pepper, navel orange, lemon, cilantro, watermelon, chive stem, cream_cow, short grain brown rice, basil, Black tea, blenham apricot, herb/spice, carrot greens, IPA, cowpea, bulgur wheat, giant fennel, lemon grass, red, red grape, pepper, grain_fermented, brut, lima bean, black bean, styrian golding hops, strawberry jam, walnut, chia, african blue basil, red chili pepper, zinfindel, zuchini blossom, caper, rhubarb, red beet, beer, cherry tomato, wonderberry, peanut, green bean, yerba mate, apricot, watercress, Frederick passion fruit, fruit, brown sea vegetable, saurkraut, collard greens, white asparagus, cucumber, sweet corn, meat, red radish, asparagus, plant, bergamot, hemp seed, green bell pepper, quinoa, english pea, balsamic vinegar, apple_cider, salt, cactus,artichoke, dill, red raspberry, barley, pomegranate, pumpkin blossom, chocolate mint, red cherry tomato, orange cherry tomato, taro, Rooibos, vegetable, chickpea, green onion, plantain, pinto bean, green chili pepper, sugar plum tomatoes, steel-cut oats, borage flower, white, betel nut leaf, macadamia, pepper_spice, blueberry, acai, timothy grass, grape tomato, red chard, nasturtium flower, riesling, spring roll, pecan, pineapple, orange, leek, coconut, red onion, yeast, turmeric, golden berry, bean, mint, beet, cantelope melon, barlett pear, cashew, greek basil, filet, avocado, molasses, shishito pepper, durum wheat semolina, purple carrot, lime, mustard greens, pearled farro, wheat bran, petit sirah, papaya, ostrich jerkey, complex, hulled millet, lemon balm, green tomato, corn, Oolong tea, bunching onion, potato, white sesame seed, cherry, eggplant, spinach, clementine, mineola orange, french radish, grain/grass, green grape, oat, red lentil, Green tea, thyme, smoked paprika, blood orange, white bean, red rice, artichoke, coffee, onion, european soldier bean, fleshy fruit, bok choy, not collected, tarragon, marjoram, wheat beer, sage, pear, miyaki mushroom, hass avocado, blue corn, garlic, morel, pepperonchini, forbidden rice, dill flower, brussel sprout, medjool date, broccoli, white rice, fig, common bean, shiitake mushroom, oregano, cannabis leaf, green fennel, basmati rice, ice cream, passionfruit, dragonfruit, saigon cinnamon, cranberry bean, rolled oats, tuna, ginger, yellow chard, long grain white rice, thai eggplant, flower, salmon, long grain brown rice, sungold tomato, zucchini, night crawler, blackberry, soybean, white carrot, yogurt_cow, tomatillo, sesame seed, grapefruit, port, garbanzo bean, hearts of palm, pea, roma tomato, white wheat berry, grape, kalamata, corn husk, black mission fig, oyster mushroom, lime leaf, betel nut, ground cherry, black mung bean, heirloom tomato, lacinato kale, sweet potato, honey_chestnut, pomelo, green mung bean, rice, chard, satsuma mandarin, brown flaxseed, honey_clover, bay leaf, octopus, wheat, celery, kumquat, white onion, kiwi)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-3c065e7c-a438-4268-b75e-0730275c77c9	Not applicable		2025-01-31T00:24:17.414166	KSEBMYQBYZTDHS-HWKANZROSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126734	Folic Acid	NC1=NC(=O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2N1		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites)"											Diet; Microbial						30078060				"Biomarker based on literature search for: ( wheat, green and red lentils flours); Found in foodMASST for: (complex,semolina, multivitamin, white rice, plant, mineral, semolina, salt, supplement)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-42148044-5024-45e8-8da4-cd01c583b7ef	Not applicable		2025-01-30T23:22:17.487236	OVBPIULPVIDEAO-LBPRGKRZSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006682427	fructose	OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O		Diet; Unknown/Undefined; Host											Diet; Microbial; Host						30519365				"Biomarker based on literature search for: (apple,pear)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-0295ffe5-ab9d-45ba-84f5-0a3c2c23d67f	Not applicable		2025-01-30T23:32:10.428612	LKDRXBCSQODPBY-VRPWFDPXSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113339	fumaric acid	OC(=O)\C=C\C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Unknown/Undefined; Host"											Diet; Microbial; Host							https://periodical.knowde.com/fumaric-acid-in-food-products/			"Biomarker based on literature search for: (beverages, baking powder)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-a7adb30a-4672-464a-8dda-fd39c93bd800	Not applicable		2025-01-30T22:19:11.168979	VZCYOOQTPOCHFL-OWOJBTEDSA-N		No NPAtlas
