FEATURE_ID,NAME_USED,SYNONYMS,INCHIKEY,CPDAT_SUPERCLASSES,CPDAT_HARMONIZED,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
1327,Aloxi,"('Palonosetron (hydrochloride)', 'Palonosetron', 'Aloxi', 'Palonosetron [inn]', 'Aloxi (tn)')",CPZBLNMUGSZIPR-NVXWUHKLSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1328,Panzem,"('Panzem', 'Estradiol, 2-methoxy-', '(17beta)-2-methoxyestra-1,3,5(10)-triene-3,17-diol', 'Estra-1,3,5(10)-triene-3,17-diol, 2-methoxy-, (17beta)-', 'Panzem ncd')",CQOQDQWUFQDJMK-SSTWWWIQSA-N,[],,"['MEDICAL', 'ENDOGENOUS']",['INFO'],"['ENDOGENOUS', 'INFO']",['INFO']
1329,Carnosine,"('Carnosine', 'Beta-alanyl-l-histidine', 'Karnozin', 'Ignotine', 'Karnozzn')",,,,"['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
1330,Calixarene 0118,"('Calixarene 0118', ""Acetamide, 2,2',2'',2'''-[pentacyclo[19.3.1.13,7.19,13.115,19]octacosa-1(25),3,5,7(28),9,11,13(27),15,17,19(26),21,23-dodecaene-5,11,17,23-tetrayltetrakis(oxy)]tetrakis[n-[2-(dimethylamino)ethyl]-."", 'N-[2-(dimethylamino)ethyl]-2-[[26,27,28-tris[2-[2-(dimethylamino)ethylamino]-2-oxoethoxy]-25-pentacyclo[19.3.1.13,7.19,13.115,19]octacosa-1(25),3(28),4,6,9(27),10,12,15,17,19(26),21,23-dodecaenyl]oxy]acetamide', 'Ex-a4606', 'S6949')",,,,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
1331,Hyperium,"('Rilmenidine (hemifumarate)', 'Rilmenidine', 'Oxaminozoline', 'Hyperium', 'N-(dicyclopropylmethyl)-4,5-dihydrooxazol-2-amine')",CQXADFVORZEARL-UHFFFAOYSA-N,[],,['INFO'],['INFO'],['INFO'],['MEDICAL']
1332,Farnesol,"('Farnesol', 'Trans,trans-farnesol', '(e,e)-farnesol', '(2e,6e)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol', 'Trans-farnesol')",CRDAMVZIKSXKFV-YFVJMOTDSA-N,[],,"['PERSONAL CARE', 'FOOD', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
1333,Fraxin,"('Fraxin', 'Fraxoside', 'Paviin', 'Fraxetin-8-o-glucoside', 'Fraxin;fraxoside; paviin')",,,,['INFO'],['FOOD'],['INFO'],['INFO']
1334,Mendi,"('Lawsone', 'Henna', 'Mehendi', 'Lawson', 'Mendi')",,,,['INFO'],['INFO'],['INFO'],['INFO']
1335,Beraprost (sodium),"('Beraprost (sodium)', '(1s,2s,3ar,8br)-2,3,3a,8b-tetrahydro-2-hydroxy-1-[(e,3r)-3-hydroxy-4-methyl-1-octen-6-yn-1-yl]-1h-cyclopenta[b]benzofuran-5-butanoic acid')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1336,Trileptal,"('Oxcarbazepine', 'Gp 47680', 'Trileptal', 'Oxcarbamazepine', 'Oxcarbazepina')",CTRLABGOLIVAIY-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1337,Acid blue 9,"('Brilliant blue fcf', 'Acid blue 9', 'Fd&c blue no. 1', 'Brilliant blue', 'Fd&c blue no. 1 aluminum lake')",CTRXDTYTAAKVSM-UHFFFAOYSA-N,[],,"['FOOD', 'MEDICAL', 'PERSONAL CARE']","['INDUSTRIAL', 'FOOD', 'PERSONAL CARE']","['FOOD', 'MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
1338,Lucitanib,"('Lucitanib', 'Lucitanib [usan:inn]', 'Lucitanib(e3810)', 'Lucitanib (usan/inn)', 'E 3810;e3810;lucitanib')",CUDVHEFYRIWYQD-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1339,Dexmedetomidine (hydrochloride),"('Dexmedetomidine (hydrochloride)', 'Medetomidine (hydrochloride)', '(s)-medetomidine (hydrochloride)', 'Dexmedetomidinum', 'Dexmedetomidina')",CUHVIMMYOGQXCV-NSHDSACASA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1340,Medetomidine,"('Medetomidine', 'Medetomidina', 'Medetomidinum', 'Medetomidinum [latin]', 'Medetomidina [spanish]')",CUHVIMMYOGQXCV-UHFFFAOYSA-N,[],,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']"
1341,Pazopanib,"('Pazopanib', 'Pazopanib (gw-786034)', 'Gw 786034', 'Gw 78603', 'Pazopanib [inn:ban]')",CUIHSIWYWATEQL-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1342,Benzonidazole,"('Benznidazol', 'Ro 07-1051', 'Ro 71051', 'Radanil', 'Benzonidazole')",CULUWZNBISUWAS-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1343,Dicycloverine,"('Dicyclomine (hydrochloride)', 'Dicycloverine (hydrochloride)', 'Dicyclomine', 'Dicycloverin', 'Dicycloverine')",CURUTKGFNZGFSE-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1344,Metronidazole benzoate,"('Metronidazole benzoate', 'Benzoyl metronidazole', 'Benzoylmetronidazole', 'Klion suspension', 'Flagyl s')",CUUCCLJJOWSASK-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1345,Raunormine,"('Deserpidine', 'Harmonyl', 'Recanescin', 'Raunormine', 'Deserpidin')",CVBMAZKKCSYWQR-WCGOZPBSSA-N,[],,['INFO'],['INFO'],"['MEDICAL', 'FOOD']",['MEDICAL']
1346,Golidocitinib,"('Golidocitinib', '(2r)-n-[3-[2-[(3-methoxy-1-methylpyrazol-4-yl)amino]pyrimidin-4-yl]-1h-indol-7-yl]-2-(4-methylpiperazin-1-yl)propanamide', 'Ex-a2671', 'Example 32 [us9714236b2]', 'Compound 21 [pmid: 32297743]')",CVCVOSPZEVINRM-MRXNPFEDSA-N,[],,['MEDICAL'],['MEDICAL'],['INFO'],['MEDICAL']
1347,Saccharine,"('Saccharin', 'O-benzoic sulfimide', 'O-sulfobenzimide', 'Saccharine', 'Saccharimide')",CVHZOJJKTDOEJC-UHFFFAOYSA-N,"['Home maintenance', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']",['FOOD'],"['FOOD', 'INDUSTRIAL']",['FOOD']
1348,Krebiozon,"('Creatine', 'Creatin', 'Kreatin', 'N-amidinosarcosine', 'Krebiozon')",CVSVTCORWBXHQV-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['INFO', 'ENDOGENOUS', 'FOOD', 'MEDICAL']",['MEDICAL'],['INFO'],['INFO']
1349,Quizartinib,"('Quizartinib', 'Quizartinib (ac220)', 'Ac 220', 'Quizartinib hcl', 'Quizartinib freebase')",CVWXJKQAOSCOAB-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1350,Hlorogenic acid,"('Chlorogenic acid', 'Heriguard', 'Chlorogenate', 'Hlorogenic acid', 'Cis-chlorogenic acid')",CWVRJTMFETXNAD-JUHZACGLSA-N,[],,"['FOOD', 'INFO']",['FOOD'],['FOOD'],['FOOD']
1351,Neochlorogenic acid,"('Neochlorogenic acid', 'Trans-5-o-caffeoylquinic acid', 'Neochlorogenate', 'Nochlorogenic acid', 'Trans-neochlorogenic acid')",CWVRJTMFETXNAD-JUHZACGLSA-N,[],,['FOOD'],['FOOD'],['FOOD'],['FOOD']
1352,Betamipron,"('Betamipron', 'N-benzoyl-ϲ-alanine', 'Benzoyl-beta-alanine', 'N-benzoyl-beta-alanine', 'Betamipron [inn:jan]')",CWXYHOHYCJXYFQ-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1353,Emamectin benzoate,"('Emamectin (benzoate)', 'Emamectin b1a', 'Emamectin', 'Emamectin benzoate')",CXEGAUYXQAKHKJ-NSBHKLITSA-N,[],,['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL']
1354,Tesaglitazar,"('Tesaglitazar', 'Galida', 'Az 242', '(s)-2-ethoxy-3-(4-(4-((methylsulfonyl)oxy)phenethoxy)phenyl)propanoic acid', '(s)-2-ethoxy-3-{4-[2-(4-methanesulfonyloxyphenyl)ethoxy]phenyl}propionic acid')",CXGTZJYQWSUFET-IBGZPJMESA-N,[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
1355,Sebacic acid,"('Decanedioic acid', 'Sebacic acid', 'Sebacic acids', 'Sebacinsaure', 'Decanedicarboxylic acid')",,,,"['INDUSTRIAL', 'PERSONAL CARE', 'ENDOGENOUS']","['INDUSTRIAL', 'FOOD']","['INDUSTRIAL', 'ENDOGENOUS', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE']"
1356,Epamin,"('Phenytoin', 'Diphenylhydantoin', 'Dilantin', 'Phenytoine', 'Epamin')",CXOFVDLJLONNDW-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
1357,Taxifoliol,"('Taxifolin', 'Dihydroquercetin', 'Distylin', 'Taxifoliol', '(2r,3r)-dihydroquercetin')",,,,"['FOOD', 'MEDICAL']",['FOOD'],"['FOOD', 'PERSONAL CARE', 'INFO']","['FOOD', 'PERSONAL CARE']"
1358,Sungard,"('Sulisobenzone', 'Benzophenone-4', 'Sungard', 'Benzophenone 4', 'Uval')",CXVGEDCSTKKODG-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],['INDUSTRIAL'],['INFO'],['INFO'],['INDUSTRIAL']
1359,Ajatin,"('Benzyldodecyldimethylammonium (chloride dihydrate)', 'Benzododecinium', 'Ajatin', 'Benzyl-dodecyl-dimethylazanium', 'N-benzyl-n,n-dimethyldodecan-1-aminium')",CYDRXTMLKJDRQH-UHFFFAOYSA-N,[],,['INFO'],['INFO'],['INFO'],"['MEDICAL', 'PERSONAL CARE']"
1360,Tropin,"('Tropine', 'Pseudotropine', 'Tropanol', 'Tropin', 'N-tropine (trans)')",CYHOMWAPJJPNMW-UHFFFAOYSA-N,[],,['INFO'],['INFO'],['INFO'],['INFO']
1361,Perhexiline maleate,"('Perhexiline maleate', 'Perhexilene', '2-(2,2-dicyclohexylethyl)piperidine', 'Perhexilinum [inn-latin]', 'Perhexilina [inn-spanish]')",CYXKNKQEMFBLER-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1362,Angiotensin ii human (acetate),"('Angiotensin ii human (acetate)', 'Angiotensin ii (acetate)', 'Ang ii (acetate)', 'Angiotensin ii human', 'Hypertensin')",CZGUSIXMZVURDU-JZXHSEFVSA-N,[],,"['MEDICAL', 'ENDOGENOUS']","['MEDICAL', 'ENDOGENOUS']","['MEDICAL', 'ENDOGENOUS']","['ENDOGENOUS', 'MEDICAL']"
1363,Linerixibat,"('Linerixibat', 'Iinerixibat', 'Linerixibat (usan)', 'Linerixibat [usan]', 'Pentanedioic acid, 3-((((3r,5r)-3-butyl-3-ethyl-2,3,4,5-tetrahydro-7-methoxy-1,1-dioxido-5-phenyl-1,4-benzothiazepin-8-yl)methyl)amino)-')",CZGVOBIGEBDYTP-VSGBNLITSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1364,Integrilin,"('Eptifibatide', 'Integrelin', 'Integrilin', 'Eptifibatide acetate', 'Intrifiban')",CZKPOZZJODAYPZ-LROMGURASA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1365,White sugar,"('Sucrose', 'Saccharose', 'Cane sugar', 'Table sugar', 'White sugar')",CZMRCDWAGMRECN-UGDNZRGBSA-N,"['Landscape/yard', 'Raw materials', 'Personal care', 'Pesticides', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']",['FOOD'],['FOOD'],['FOOD'],['FOOD']
1366,Ly 294002,"('Ly 294002', 'Sf 1101', 'Lys 294002', 'Kinome_3543', 'Biomolki_000029')",CZQHHVNHHHRRDU-UHFFFAOYSA-N,[],,['MEDICAL'],['INDUSTRIAL'],['INFO'],['INFO']
1367,Dehydroepiandrosterone sulphate,"('Dehydroepiandrosterone sulfate (sodium salt)', 'Sodium prasterone sulfate', 'Prasterone sulfate', 'Dehydroisoandrosterone sulfate', 'Dehydroepiandrosterone sulphate')",,,,"['ENDOGENOUS', 'MEDICAL']",['ENDOGENOUS'],"['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'MEDICAL']"
1368,Streptogramin a,"('Virginiamycin m1', 'Pristinamycin iia', 'Ostreogrycin a', 'Streptogramin a', 'Mikamycin a')",DAIKHDNSXMZDCU-FQTGFAPKSA-N,[],,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
1369,Nigericin,"('Nigericin (sodium salt)', 'Nigericin', 'Polyetherin a', 'Azalomycin m', 'Helixin c')",,,,"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO']
1370,Cefetamet pivoxil,"('Cefetamet pivoxil (hydrochloride)', 'Ro 15-8075', 'Cefetamet pivoxil', 'Cefetamet pivoxyl', 'Globocef')",DASYMCLQENWCJG-XUKDPADISA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1371,Theanine,"('Theanine', 'Glutamic acid ϳ-ethyl amide', 'Nϳ-ethyl-l-glutamine', 'Theanin', 'Suntheanine')",DATAGRPVKZEWHA-YFKPBYRVSA-N,"['Pet care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'MEDICAL']",['FOOD'],"['FOOD', 'PERSONAL CARE']",['FOOD']
1372,Aleglitazar,"('Aleglitazar', '(s)-2-methoxy-3-(4-(2-(5-methyl-2-phenyloxazol-4-yl)ethoxy)benzo[b]thiophen-7-yl)propanoic acid', '(2s)-2-methoxy-3-[4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]-1-benzothiophen-7-yl]propanoic acid', '(2s)-2-methoxy-3-{4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]-1-benzothiophen-7-yl}propanoic acid', 'Aleglitazar (usan)')",DAYKLWSKQJBGCS-NRFANRHFSA-N,[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
1373,Nicotinamide mononucleotide,"('β-nicotinamide mononucleotide', 'β-nm', 'Beta-nicotinamide mononucleotide', 'Nicotinamide mononucleotide', 'Nicotinamide ribotide')",DAYLJWODMCOQEW-TURQNECASA-N,[],,"['MEDICAL', 'FOOD', 'ENDOGENOUS']","['ENDOGENOUS', 'FOOD']","['MEDICAL', 'ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']"
1374,Benecid,"('Probenecid', 'Probenecid acid', 'Benemid', 'Probecid', 'Benecid')",DBABZHXKTCFAPX-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
1375,Prostide,"('Finasteride', 'Proscar', 'Propecia', 'Finastid', 'Prostide')",DBEPLOCGEIEOCV-WSBQPABSSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
1376,Rapidosept,"('(2,4-dichlorophenyl)methanol', 'Dybenal', 'Rapidosept', 'Benzenemethanol, 2,4-dichloro-', 'Myacide sp')",,,,"['MEDICAL', 'PERSONAL CARE']",['INFO'],"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']"
1377,Hydroxyprogesterone,"('Hydroxyprogesterone', 'Prodix', 'Prodox', 'Gestageno gador', 'Setaderm')",DBPWSSGDRRHUNT-CEGNMAFCSA-N,[],,"['ENDOGENOUS', 'MEDICAL']","['MEDICAL', 'ENDOGENOUS']",['ENDOGENOUS'],"['ENDOGENOUS', 'MEDICAL']"
1378,Onametostat,"('Onametostat', '(1s,2r,3s,5r)-3-[2-(2-amino-3-bromo-7-quinolinyl)ethyl]-5-(4-amino-7h-pyrrolo[2,3-d]pyrimidin-7-yl)-1,2-cyclopentanediol', '(1s,2r,3s,5r)-3-[2-(2-amino-3-bromoquinolin-7-yl)ethyl]-5-(4-aminopyrrolo[2,3-d]pyrimidin-7-yl)cyclopentane-1,2-diol', '(1s,2r,3s,5r)-3-(2-(2-amino-3-bromoquinolin-7-yl)ethyl)-5-(4-amino-7h-pyrrolo[2,3-d]pyrimidin-7-yl)cyclopentane-1,2-diol', '(1s,2r,3s,5r)-3-(2-(2-amino-3-bromoquinolin-7-yl)ethyl)-5-(4-amino-7h-pyrrolo(2,3-d)pyrimidin-7-yl)cyclopentane-1,2-diol')",DBSMLQTUDJVICQ-CJODITQLSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1379,Etidronate,"('Etidronic acid', 'Etidronate', 'Etidronsaeure', 'Acetodiphosphonic acid', 'Hydroxyethanediphosphonic acid')",DBVJJBKOTRCVKF-UHFFFAOYSA-N,"['Landscape/yard', 'Personal care', 'Pet care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL', 'PERSONAL CARE']",['MEDICAL'],"['MEDICAL', 'INDUSTRIAL', 'PERSONAL CARE']",['MEDICAL']
1380,Fesoterodine,"('Fesoterodine (fumarate)', 'Fesoterodine', '(r) fesoterodine', '[2-[(1r)-3-[di(propan-2-yl)amino]-1-phenylpropyl]-4-(hydroxymethyl)phenyl] 2-methylpropanoate', '(r)-2-(3-(diisopropylamino)-1-phenylpropyl)-4-(hydroxymethyl)phenyl isobutyrate')",DCCSDBARQIPTGU-HSZRJFAPSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1381,Asparagine,"('Asparagine', 'Asparagine, dl-', 'H-asn-oh ho', 'Asparagine; asn; asparamide', 'H-dl-asn-oh')",,,,"['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']"
1382,Altheine,"('Asparagine', 'Asn', 'Asparamide', 'H-asn-oh', 'Altheine')",,,,"['ENDOGENOUS', 'FOOD']",['INFO'],"['ENDOGENOUS', 'FOOD']",['INFO']
1383,Pinaverium,"('Pinaverium bromide', 'Pinaverium', 'Pinaverium ion', 'Morpholinium, 4-((2-bromo-4,5-dimethoxyphenyl)methyl)-4-(2-(2-(6,6-dimethylbicyclo(3.1.1)hept-2-yl)ethoxy)ethyl)-')",DDHUTBKXLWCZCO-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1384,Cavinton,"('Vinpocetine', 'Ethyl apovincaminate', 'Cavinton', 'Ceractin', 'Apovincaminic acid ethyl ester')",DDNCQMVWWZOMLN-IRLDBZIGSA-N,[],,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
1385,Creatinina,"('Creatinine', 'Kreatinin', 'Creatinine (van) (8ci)', 'Creatinina', 'Kreatininum')",DDRJAANPRJIHGJ-UHFFFAOYSA-N,[],,['INFO'],['ENDOGENOUS'],['INFO'],['INFO']
1386,Furagin,"('Furagin', 'Furazidine', 'Furazidin', 'Akritoin', 'Furaginum')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1387,Fluorexon,"('Calcein', 'Fluorexon', 'Oftasceine', 'Fluorescein complexon', 'Oftasceinum')",,,,"['INDUSTRIAL', 'MEDICAL']",['INDUSTRIAL'],['INDUSTRIAL'],['MEDICAL']
1388,Longastatin,"('Octreotide (acetate)', 'Octreotide', 'Octreotide acetate', 'Sandostatin', 'Longastatin')",DEQANNDTNATYII-OULOTJBUSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
1389,Dihydroergocristine,"('Dihydroergocristine (mesylate)', 'Dihydroergocristine', 'Dihydroergocristin', '(6ar,9r,10ar)-n-[(1s,2s,4r,7s)-7-benzyl-2-hydroxy-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinoline-9-carboxamide', ""(10alphah)-5'alpha-benzyl-12'-hydroxy-3',6',18-trioxo-2'-(propan-2-yl)-9,10-dihydroergotaman"")",DEQITUUQPICUMR-HJPBWRTMSA-N,[],,['MEDICAL'],['MEDICAL'],['INFO'],['MEDICAL']
1390,Stutgin,"('Cinnarizine', 'Stugeron', 'Dimitronal', 'Stutgin', 'Cinarizine')",DERZBLKQOCDDDZ-JLHYYAGUSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
1391,Triptolid,"('Triptolide', 'Triptolid', '(1s,2s,4s,5s,7r,8r,9s,11s,13s)-8-hydroxy-1-methyl-7-propan-2-yl-3,6,10,16-tetraoxaheptacyclo[11.7.0.02,4.02,9.05,7.09,11.014,18]icos-14(18)-en-17-one', '(3bs,4as,5as,6r,6ar,7as,7bs,8as,8bs)-6-hydroxy-8b-methyl-6a-(propan-2-yl)-3b,4,4a,6,6a,7a,7b,8b,9,10-decahydrotrisoxireno[6,7:8a,9:4b,5]phenanthro[1,2-c]furan-1(3h)-one', ""(5bs,6as,7as,8r,8ar,9as,9bs,10as,10bs)-8-hydroxy-8a-isopropyl-10b-methyl-1,5,5b,6,6a,8,8a,9a,9b,10b-decahydrotris(oxireno)[2',3':4b,5;2'',3'':6,7;2''',3''':8a,9]phenanthro[1,2-c]furan-3(2h)-one"")",DFBIRQPKNDILPW-CIVMWXNOSA-N,[],,"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INDUSTRIAL'],['INFO']
1392,Berbamine,"('Berbamine', 'Berbenine', 'Berbamine hydrochloride', 'S9141', ""Berbaman-12-ol,6',7-trimethoxy-2,2'-dimethyl-"")",DFOCUWZXJBAUSQ-URLMMPGGSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
1393,Pyridine-3-carboxamide,"('Nicotinamide', 'Niacinamide', 'Nicotinic acid amide', 'Pyridine-3-carboxamide', 'Vitamin pp')",DFPAKSUCGFBDDF-UHFFFAOYSA-N,"['Pet care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'FOOD', 'ENDOGENOUS']","['MEDICAL', 'FOOD']","['MEDICAL', 'ENDOGENOUS', 'FOOD', 'PERSONAL CARE']",['INFO']
1394,Am 803,"('Fiboflapon', 'Fiboflapon [usan:inn]', 'Am 803', 'Fiboflapon (usan)')",DFQGDHBGRSTTHX-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
1395,Acetovanillone,"('Apocynin', 'Acetovanillone', 'Acetoguaiacone', 'Apocynine', 'Acetoguaiacon')",,,,"['MEDICAL', 'FOOD']","['FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INFO']",['INFO']
1396,Hyodesoxycholic acid,"('Hyodeoxycholic acid', 'Hyodesoxycholic acid', 'Iodeoxycholic acid', '.alpha.-hyodeoxycholic acid', 'Hyodeoxycholic acid (hdca)')",DGABKXLVXPYZII-SIBKNCMHSA-N,[],,"['ENDOGENOUS', 'INDUSTRIAL']",['INFO'],"['ENDOGENOUS', 'INDUSTRIAL']",['INFO']
1397,Ultravist,"('Iopromide', 'Ultravist', 'Iopromidum', 'Iopromida', 'Zk 35760')",DGAIEPBNLOQYER-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1398,Fertirelin,"('Fertirelin', 'Fertirelina', 'Fertireline', 'Fertirelinum', 'Fertireline [inn-french]')",DGCPIBPDYFLAAX-YTAGXALCSA-N,[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
1399,Orthophenanthroline,"('O-phenanthroline', 'Phenanthroline', 'Orthophenanthroline', 'Beta-phenanthroline', 'Phen')",DGEZNRSVGBDHLK-UHFFFAOYSA-N,[],,['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL']
1400,Proglumide,"('Proglumide', 'Binoside', 'Xylamide', 'Gastrotopic', 'Midelid')",DGMKFQYCZXERLX-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1401,Aminoethanoic acid,"('Ferrous bisglycinate', 'Glycine', 'Aminoacetic acid', 'Glycocoll', 'Aminoethanoic acid')",DHMQDGOQFOQNFH-UHFFFAOYSA-N,"['Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'INDUSTRIAL', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'INDUSTRIAL']",['INFO']
1402,(e)-ethyl p-methoxycinnamate,"('(e)-ethyl p-methoxycinnamate', 'Ethyl 4-methoxycinnamate', 'Ethyl p-methoxycinnamate', '(e)-ethyl 3-(4-methoxyphenyl)acrylate', 'Ethyl 3-(4-methoxyphenyl)acrylate')",,,,['INFO'],"['PERSONAL CARE', 'FOOD']",['INFO'],['INFO']
1403,Talipexole,"('Talipexole dihydrochloride', 'B-ht 920 (dihydrochloride)', 'Talipexole', 'Talipexole [inn]', 'Domin')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1404,Cilastatin,"('Cilastatin', 'Cilastatina', 'Cilastatine', 'Cilastatinum', 'Cilastatin acid')",DHSUYTOATWAVLW-WFVMDLQDSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1405,Pregnenolone sulfate,"('Pregnenolone monosulfate', 'Pregnenolone sulfate', '(3beta)-3-(sulfooxy)pregn-5-en-20-one', 'Pregn-5-en-20-one, 3-(sulfooxy)-, (3beta)-', '[(3s,8s,9s,10r,13s,14s,17s)-17-acetyl-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1h-cyclopenta[a]phenanthren-3-yl] hydrogen sulfate')",,,,['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS']
1406,Paquinimod,"('Paquinimod', 'N,5-diethyl-4-hydroxy-1-methyl-2-oxo-n-phenyl-1,2-dihydroquinoline-3-carboxamide', 'Paquinimod [inn]', 'Paquinimod; abr 25757', 'Ex-a2923')",DIKSYHCCYVYKRO-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
