FEATURE_ID,NAME_USED,SYNONYMS,INCHIKEY,CPDAT_SUPERCLASSES,CPDAT_HARMONIZED,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
1547,Octocrilene,"('Octocrylene', 'Octocrilene', 'Octocrilene (inn)', 'Octocrilene [inn]', 'Parsol 340')",FMJSMJQBSVNSBF-UHFFFAOYSA-N,"['Home maintenance', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']",['PERSONAL CARE'],['PERSONAL CARE'],['PERSONAL CARE'],['PERSONAL CARE']
1548,Ethyl hexyl salicylate,"('Octisalate', 'Octyl salicylate', 'Sunarome o', 'Ethyl hexyl salicylate', 'Sunarome wmo')",,['Personal care'],['PERSONAL CARE'],['PERSONAL CARE'],['PERSONAL CARE'],['PERSONAL CARE'],['PERSONAL CARE']
1567,Desenex,"('Undecylenic acid', 'Undec-10-enoic acid', 'Undecenoic acid', 'Desenex', 'Renselin')",FRPZMMHWLSIFAZ-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'PERSONAL CARE']"
1573,Cesol,"('Praziquantel', 'Biltricide', 'Droncit', 'Pyquiton', 'Cesol')",FSVJFNAIGNNGKK-UHFFFAOYSA-N,['Pet care'],['INDUSTRIAL'],['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
1582,Sporiline,"('Tolnaftate', 'Tinactin', 'Tonoftal', 'Tolnaphthate', 'Sporiline')",FUSNMLFNXJSCDI-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['MEDICAL', 'INDUSTRIAL']",['INFO'],"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']"
1637,Pantothenic acid,"('Pantothenic acid (hemicalcium salt)', 'Calcium pantothenate', 'Calcium d-pantothenate', 'Vitamin b5 calcium salt', 'Pantothenic acid')",GHOKWGTUZJEAQD-ZETCQYMHSA-N,"['Pet care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'ENDOGENOUS']",['FOOD'],['FOOD'],"['FOOD', 'PERSONAL CARE']"
1640,Decylic acid,"('Decanoic acid', 'N-decanoic acid', 'N-capric acid', 'Decoic acid', 'Decylic acid')",,"['Cleaning and safety', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'MEDICAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'MEDICAL']",['INFO']
1652,Octadecyl alcohol,"('Stearyl alcohol', 'Octadecan-1-ol', 'Octadecanol', 'Octadecyl alcohol', 'N-octadecanol')",,"['Cleaning products and household care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'PERSONAL CARE']","['PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'INDUSTRIAL', 'FOOD']"
1658,Geraniol,"('Geraniol', 'Lemonol', 'Geranyl alcohol', 'Trans-geraniol', '(e)-geraniol')",GLZPCOQZEFWAFX-YFHOEESVSA-N,"['Vehicle', 'Pesticides', 'Cleaning products and household care']",['INDUSTRIAL'],"['PERSONAL CARE', 'FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE']"
1659,Nerol,"('Nerol', 'Cis-geraniol', 'Neryl alcohol', '(z)-3,7-dimethylocta-2,6-dien-1-ol', '(z)-geraniol')",GLZPCOQZEFWAFX-YFHOEESVSA-N,"['Vehicle', 'Pesticides', 'Cleaning products and household care']",['INDUSTRIAL'],"['PERSONAL CARE', 'FOOD']","['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE']",['INFO']
1682,Alpha-pinene,"('α-pinene', 'Alpha-pinene', '(1s)-alpha-pinene', '(1s,5s)-2,6,6-trimethylbicyclo[3.1.1]hept-2-ene', '|a-pinene')",GRWFGVWFFZKLTI-UHFFFAOYSA-N,"['Vehicle', 'Personal care', 'Pesticides', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']",['FOOD'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
1687,Trans-aconitate,"('Trans-aconitic acid', '(e)-prop-1-ene-1,2,3-tricarboxylic acid', 'Trans-aconitate', '(e)-1-propene-1,2,3-tricarboxylic acid', '(e)-aconitic acid')",,"['Cleaning products and household care', 'Pet care', 'Electronics/small appliances', 'Vehicle', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']",['INFO'],['ENDOGENOUS'],['INFO'],['INFO']
1690,Lactose,"('Lactose', '.beta.-lactose', 'Beta-d-glucopyranose, 4-o-beta-d-galactopyranosyl-', 'Beta-d-lactose', 'Beta-lactose')",GUBGYTABKSRVRQ-DCSYEGIMSA-N,"['Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'MEDICAL']",['FOOD'],"['FOOD', 'INDUSTRIAL', 'MEDICAL']","['FOOD', 'MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']"
1696,Alpha-tocopherol,"('Alpha-tocopherol', 'α-tocopherol', 'Alpha-tochopherol', 'Tocopheroxy radical', 'Ephanyl')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']","['ENDOGENOUS', 'FOOD']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
1736,Panacur,"('Fenbendazole', 'Panacur', 'Fenbendazol', 'Phenbendasol', 'Fenbendazolum')",HDDSHPAODJUKPD-UHFFFAOYSA-N,['Pet care'],['INDUSTRIAL'],['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
1740,Trehalose,"('Trehalose', 'α,ϱ-trehalose', 'Alpha,alpha-trehalose', 'Mycose', 'Ergot sugar')",HDTRYLNUVZCQOY-LIZSDCNHSA-N,['Personal care'],['PERSONAL CARE'],"['FOOD', 'MEDICAL', 'PERSONAL CARE']",['FOOD'],"['FOOD', 'PERSONAL CARE', 'MEDICAL']","['FOOD', 'PERSONAL CARE', 'MEDICAL']"
1744,Xylite,"('Ribitol', 'Adonitol', 'Adonite', 'Xylitol', 'Xylite')",HEBKCHPVOIAQTA-UHFFFAOYSA-N,"['Raw materials', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'MEDICAL', 'PERSONAL CARE']",['INFO'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']"
1745,Ibuprofen,"('(r)-ibuprofen', 'Levibuprofen', 'Ibuprofen', '(r)-2-(4-isobutylphenyl)propanoic acid', 'R-ibuprofen')",HEFNNWSXXWATRW-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1747,Advil,"('Ibuprofen', '(±)-ibuprofen', 'Motrin', 'Brufen', 'Advil')",HEFNNWSXXWATRW-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1748,Truvia,"('Rebaudioside a', 'Stevioside a3', 'Rebaudioside-a', 'Truvia', 'Sweetener 4g-s')",HELXLJCILKEWJH-NCGAPWICSA-N,['Personal care'],['PERSONAL CARE'],['FOOD'],['FOOD'],['FOOD'],['FOOD']
1758,Sulfonylbismethane,"('Dimethyl sulfone', 'Methyl sulfone', 'Methylsulfonylmethane', 'Dimethyl sulphone', 'Sulfonylbismethane')",,"['Pet care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'MEDICAL']",['INFO'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']",['INFO']
1780,Neotame,"('Neotame', '(s)-3-((3,3-dimethylbutyl)amino)-4-(((s)-1-methoxy-1-oxo-3-phenylpropan-2-yl)amino)-4-oxobutanoic acid', 'Nc 00723', '(s)-3-((3,3-dimethylbutyl)amino)-4-(((s)-1-methoxy-1-oxo-3-phenylpropan-2-yl)amino)-4-oxobutanoic ac', 'Neotame [nf]')",HLIAVLHNDJUHFG-HOTGVXAUSA-N,['Personal care'],['PERSONAL CARE'],"['FOOD', 'INDUSTRIAL']",['FOOD'],"['FOOD', 'INDUSTRIAL']",['FOOD']
1789,Histidine,"('H-his-oh.hcl.h2o', 'Histidine', 'H-his-oh', 'Glyoxaline-5-alanine', 'Anti-rheuma')",HNDVDQJCIGZPNO-YFKPBYRVSA-N,['Personal care'],['PERSONAL CARE'],"['FOOD', 'ENDOGENOUS']",['FOOD'],['FOOD'],['FOOD']
1793,Colace,"('Docusate (sodium)', 'Dioctyl sulfosuccinate (sodium salt)', 'Docusate hydrogen', 'Spolion 8', 'Colace')",,"['Home maintenance', 'Pesticides', 'Construction and building materials', 'Cleaning and safety']",['INDUSTRIAL'],"['MEDICAL', 'FOOD']",['MEDICAL'],"['MEDICAL', 'FOOD', 'INDUSTRIAL']","['MEDICAL', 'FOOD', 'INDUSTRIAL']"
1824,Guaiphenesine,"('Guaifenesin', 'Guaiacol glyceryl ether', 'Guaiphenesin', 'Glycerol guaiacolate', 'Guaiphenesine')",HSRJKNPTNIJEKV-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1843,Cholesterin,"('Cholesterol', 'Cholesterin', 'Cholesteryl alcohol', 'Cholest-5-en-3beta-ol', 'Cholestrin')",HVYWMOMLDIMFJA-DPAQBDIFSA-N,['Personal care'],['PERSONAL CARE'],"['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']",['ENDOGENOUS'],"['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
1874,Aspartam,"('Aspartame', 'Nutrasweet', 'Asp-phe-ome', 'Asp-phe methyl ester', 'Aspartam')",IAOZJIPTCAWIRG-QWRGUYRKSA-N,['Personal care'],['PERSONAL CARE'],"['FOOD', 'INDUSTRIAL']",['FOOD'],['FOOD'],['FOOD']
1898,Bisphenol-a,"('Bisphenol a', 'Bisphenol', 'Diphenylolpropane', 'Diano', 'Bisphenol-a')",,"['Home maintenance', 'Construction and building materials', 'Furniture and furnishings']",['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL']
1901,Metasilicic acid,"('Talc', 'Metasilicic acid', 'Dihydroxy(oxo)silane', 'Silicic acid (h2sio3)', 'Silica acid')",,['Cleaning products and household care'],['INDUSTRIAL'],['INFO'],['INFO'],['INFO'],['INFO']
1905,Phytomelin,"('Rutin', 'Rutoside', 'Quercetin 3-o-rutinoside', 'Phytomelin', 'Quercetin 3-rutinoside')",IKGXIBQEEMLURG-NVPNHPEKSA-N,['Personal care'],['PERSONAL CARE'],['INFO'],['INFO'],['INFO'],"['FOOD', 'PERSONAL CARE']"
1916,Inositol hexaphosphate,"('Phytic acid (dodecasodium salt hydrate)', 'Phytic acid', 'Fytic acid', 'Phytate', 'Inositol hexaphosphate')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'INDUSTRIAL']",['FOOD'],"['FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']"
1928,Palmitate,"('Palmitic acid', 'Hexadecanoic acid', 'Cetylic acid', 'Palmitate', 'N-hexadecanoic acid')",IPCSVZSSVZVIGE-UHFFFAOYSA-N,"['Home maintenance', 'Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'PERSONAL CARE', 'ENDOGENOUS']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
1947,Desyl alcohol,"('Benzoin', 'Desyl alcohol', '(±)-2-hydroxy-2-phenylacetophenone', 'Benzoylphenylcarbinol', 'Ethanone, 2-hydroxy-1,2-diphenyl-')",ISAOCJYIOMOJEB-UHFFFAOYSA-N,"['Personal care', 'Furniture and furnishings']","['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'MEDICAL']",['INFO'],['INDUSTRIAL'],['INFO']
1992,Icosapentaenoic acid,"('Eicosapentaenoic acid', 'Timnodonic acid', 'Icosapent', 'Icosapentaenoic acid', 'Cis-5,8,11,14,17-eicosapentaenoic acid')",JAZBEHYOTPTENJ-JLNKQSITSA-N,['Pet care'],['INDUSTRIAL'],"['MEDICAL', 'ENDOGENOUS', 'FOOD']","['MEDICAL', 'ENDOGENOUS', 'FOOD']","['MEDICAL', 'ENDOGENOUS', 'FOOD']",['INFO']
2019,Octyl triazone,"('Ethylhexyl triazone', 'Octyl triazone', 'Ethylhexyl triazone(uv-t-150)', 'Uvinul t 150', ""Tris(2-ethylhexyl) 4,4',4''-((1,3,5-triazine-2,4,6-triyl)tris(azanediyl))tribenzoate"")",,['Personal care'],['PERSONAL CARE'],['PERSONAL CARE'],['PERSONAL CARE'],['PERSONAL CARE'],['PERSONAL CARE']
2052,Laevulinic acid,"('Levulinic acid', 'Laevulinic acid', 'Pentanoic acid, 4-oxo-', 'Levulic acid', 'Gamma-ketovaleric acid')",JOOXCMJARBKPKM-UHFFFAOYSA-N,"['Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'FOOD']","['INDUSTRIAL', 'PERSONAL CARE']",['INFO']
2055,Tosic acid,"('Bretylium (tosylate)', 'P-toluenesulfonic acid', 'P-toluenesulphonic acid', 'Toluene-4-sulfonic acid', 'Tosic acid')",,['Cleaning products and household care'],['INDUSTRIAL'],['INDUSTRIAL'],['INFO'],['INDUSTRIAL'],['INDUSTRIAL']
2056,Ethyl carbamate,"('Urethane', 'Ethyl carbamate', 'Carbamic acid ethyl ester', 'Ethylurethane', 'Urethan')",,"['Construction and building materials', 'Home maintenance']",['INDUSTRIAL'],"['INDUSTRIAL', 'FOOD', 'MEDICAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']"
2069,Indolebutyric acid,"('Indole-3-butyric acid', 'Indolebutyric acid', 'Hormodin', 'Seradix', 'Indole-3-butanoic acid')",,['Landscape/yard'],['INDUSTRIAL'],"['INDUSTRIAL', 'FOOD']","['INDUSTRIAL', 'PERSONAL CARE']",['INFO'],['INFO']
2087,Lactic acid,"('Lactic acid', '(r)-2-hydroxypropionic acid', '(r)-lactic acid', '(r)-2-hydroxypropanoic acid', '(2r)-2-hydroxypropanoic acid')",JVTAAEKCZFNVCJ-REOHCLBHSA-N,['Cleaning products and household care'],['INDUSTRIAL'],"['FOOD', 'INDUSTRIAL', 'MEDICAL', 'ENDOGENOUS', 'PERSONAL CARE']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'MEDICAL', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
2088,Milk acid,"('Lobaplatin', 'Lactic acid', 'Lactate', 'Milk acid', 'Tonsillosan')",JVTAAEKCZFNVCJ-REOHCLBHSA-N,['Cleaning products and household care'],['INDUSTRIAL'],"['FOOD', 'INDUSTRIAL', 'MEDICAL', 'ENDOGENOUS']",['INFO'],"['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'MEDICAL', 'INDUSTRIAL']",['INFO']
2099,Hydrasson,"('Hydrocortisone', 'Cortisol', 'Acticort', 'Cetacort', 'Hydrasson')",JYGXADMDTFJGBT-VWUMJDOOSA-N,"['Pet care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']",['INFO'],['INFO'],"['ENDOGENOUS', 'MEDICAL']","['MEDICAL', 'ENDOGENOUS']"
2111,Capryl alcohol,"('Octanol', 'Octan-1-ol', 'N-octanol', 'Octyl alcohol', 'Capryl alcohol')",,"['Home maintenance', 'Vehicle']",['INDUSTRIAL'],"['INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE', 'FOOD']",['INFO'],['INFO']
2120,Ethylenediaminetetraacetic acid,"('Ethylenediaminetetraacetic acid (trisodium salt)', 'Trisodium edta', 'Edetic acid', 'Ethylenediaminetetraacetic acid', 'Edathamil')",KCXVZYZYPLLWCC-UHFFFAOYSA-N,"['Personal care', 'Manufactured formulations', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'FOOD', 'MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'INDUSTRIAL', 'FOOD', 'PERSONAL CARE']","['INDUSTRIAL', 'FOOD', 'MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
2124,Lysine,"('Lysine', '(±)-2,6-diaminocaproic acid', 'H-dl-lys-oh', 'Lysine, dl-', 'Lysine base')",KDXKERNSBIXSRK-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['FOOD', 'ENDOGENOUS']",['FOOD'],"['FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'MEDICAL']"
2125,Butanedioic acid,"('Disodium succinate', 'Succinic acid', 'Butanedioic acid', 'Amber acid', 'Asuccin')",KDYFGRWQOYBRFD-UHFFFAOYSA-N,"['Personal care', 'Cleaning products and household care', 'Laboratory supplies']","['PERSONAL CARE', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'INDUSTRIAL', 'MEDICAL']","['FOOD', 'ENDOGENOUS', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
2135,Propan-2-ol,"('Indium(iii) isopropoxide', 'Isopropanol', 'Isopropyl alcohol', 'Propan-2-ol', 'Alkolave')",KFZMGEQAYNKOFK-UHFFFAOYSA-N,"['Pet care', 'Vehicle', 'Personal care', 'Furniture and furnishings', 'Home maintenance', 'Electronics/small appliances', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE', 'MEDICAL']","['INDUSTRIAL', 'PERSONAL CARE', 'MEDICAL']","['INDUSTRIAL', 'PERSONAL CARE', 'FOOD']"
2146,Espotabs,"('Phenolphthalein', 'Phthalimetten', 'Euchessina', 'Phthalin', 'Espotabs')",KJFMBFZCATUALV-UHFFFAOYSA-N,"['Landscape/yard', 'Arts and crafts/office supplies']",['INDUSTRIAL'],"['INDUSTRIAL', 'MEDICAL']",['INFO'],['INDUSTRIAL'],['INFO']
2151,Cinnamic aldehyde,"('Trans-cinnamaldehyde', 'Cinnamaldehyde', 'Cinnamic aldehyde', '(e)-cinnamaldehyde', 'Cinnamal')",KJPRLNWUNMBNBZ-UHFFFAOYSA-N,"['Cleaning and safety', 'Raw materials', 'Personal care', 'Arts and crafts/office supplies', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
2182,Citro,"('Anatabine (dicitrate)', 'Citric acid', 'Citric acid, anhydrous', 'Anhydrous citric acid', 'Citro')",KRKNYBCHXYNGOX-UHFFFAOYSA-N,"['Pet care', 'Personal care', 'Pesticides', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO'],['INFO']
2204,Cystadane,"('Betaine (hydrochloride)', 'Betaine chloride', 'Cystadane', 'Carboxymethyl(trimethyl)azanium', 'Loramine amb-13')",,"['Cleaning products and household care', 'Pet care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'FOOD', 'ENDOGENOUS']",['MEDICAL'],"['MEDICAL', 'ENDOGENOUS', 'FOOD']",['INFO']
2206,Phenyl methyl ketone,"('Acetophenone', 'Methyl phenyl ketone', 'Acetylbenzene', 'Phenyl methyl ketone', 'Ethanone, 1-phenyl-')",,"['Cleaning products and household care', 'Raw materials', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'FOOD', 'MEDICAL']",['INDUSTRIAL'],"['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE']"
2221,Sitosterol,"('Beta-sitosterol (purity>75%)', 'β-sitosterol (purity>75%)', 'Sitosterol', 'Cupreol', 'Azuprostat')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'MEDICAL']",['FOOD'],"['FOOD', 'INDUSTRIAL']",['FOOD']
2222,Versulin,"('Apigenin', 'Apigenol', 'C.i. natural yellow 1', 'Chamomile', 'Versulin')",KZNIFHPLKGYRTM-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['INFO', 'FOOD']",['INFO'],['FOOD'],['INFO']
2223,Valine,"('Valine', 'H-d-val-oh', '(r)-valine', 'Valine, d-', '(2r)-2-amino-3-methylbutanoic acid')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'ENDOGENOUS']",['FOOD'],['FOOD'],['INFO']
2242,Urate,"('Uric acid', 'Urate', 'Lithic acid', 'Purine-2,6,8(1h,3h,9h)-trione', 'Trioxopurine')",,['Personal care'],['PERSONAL CARE'],"['ENDOGENOUS', 'MEDICAL']",['ENDOGENOUS'],['ENDOGENOUS'],"['ENDOGENOUS', 'FOOD']"
2244,Tham,"('Trometamol', 'Tromethamine', 'Tris(hydroxymethyl)aminomethane', 'Tris', 'Tham')",LENZDBCJOHFCAS-UHFFFAOYSA-N,"['Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO'],"['MEDICAL', 'PERSONAL CARE']"
2247,Cystine,"('Cystine', 'Cystine d-form', ""(2s,2's)-3,3'-disulfanediylbis(2-aminopropanoic acid)"", 'Cystine, d-', '(2s)-2-amino-3-[[(2s)-2-amino-2-carboxyethyl]disulfanyl]propanoic acid')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'ENDOGENOUS']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
2251,Gentian violet,"('Crystal violet', 'Basic violet 3', 'Gentian violet', 'Methyl violet 10b', 'Crystal violet ion(1)')",,"['Pet care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL', 'PERSONAL CARE']","['MEDICAL', 'INDUSTRIAL', 'PERSONAL CARE']"
2293,Glycyrrhizic acid,"('Ammonium glycyrrhizinate', 'Monoammonium glycyrrhizinate', 'Glycyrrhizic acid (ammonium salt)', 'Ammonium glycyrrhizate', 'Glycyrrhizic acid')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'PERSONAL CARE', 'MEDICAL']","['FOOD', 'MEDICAL']","['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'MEDICAL']"
2301,Lauryl alcohol,"('Dodecan-1-ol', 'Dodecanol', 'Dodecyl alcohol', 'Lauryl alcohol', 'N-dodecyl alcohol')",,"['Cleaning products and household care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE', 'FOOD']","['INDUSTRIAL', 'PERSONAL CARE']","['PERSONAL CARE', 'INDUSTRIAL']"
2318,Trans-resveratrol,"('Resveratrol', 'Trans-resveratrol', '(e)-5-(4-hydroxystyryl)benzene-1,3-diol', '(e)-resveratrol', 'Resvida')",LUKBXSAWLPMMSZ-OWOJBTEDSA-N,['Personal care'],['PERSONAL CARE'],"['FOOD', 'INFO']",['FOOD'],"['FOOD', 'PERSONAL CARE']",['FOOD']
2322,Bronopol,"('Bronopol', 'Bronosol', 'Bronocot', 'Bronidiol', 'Bronopolu')",,"['Cleaning products and household care', 'Arts and crafts/office supplies', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'PERSONAL CARE', 'MEDICAL']","['INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE']","['PERSONAL CARE', 'INDUSTRIAL']"
2329,Methyl parahydroxybenzoate,"('Methyl paraben', 'Methyl 4-hydroxybenzoate', 'Methyl p-hydroxybenzoate', 'Nipagin', 'Methyl parahydroxybenzoate')",,"['Raw materials', 'Cleaning products and household care', 'Pet care', 'Personal care', 'Arts and crafts/office supplies']","['PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'FOOD']","['PERSONAL CARE', 'FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']"
2332,Gravidox,"('Metadoxine', 'Pyridoxine', 'Vitamin b6', 'Pyridoxol', 'Gravidox')",LXNHXLLTXMVWPM-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['MEDICAL', 'FOOD', 'ENDOGENOUS']",['INFO'],"['MEDICAL', 'FOOD']",['MEDICAL']
2353,Phytonadione,"('Vitamin k1', 'Phylloquinone', 'Phytomenadione', 'Phytonadione', 'Phytylmenadione')",,['Personal care'],['PERSONAL CARE'],"['MEDICAL', 'FOOD', 'ENDOGENOUS']","['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD', 'PERSONAL CARE']"
2374,Thyme camphor,"('Thymol', 'Thyme camphor', 'Thymic acid', 'Phenol, 5-methyl-2-(1-methylethyl)-', 'Isopropyl cresol')",MGSRCZKZVOBKFT-UHFFFAOYSA-N,"['Personal care', 'Pesticides', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']","['MEDICAL', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'FOOD', 'PERSONAL CARE']"
2379,Caryophyllin,"('Oleanolic acid', 'Oleanic acid', 'Caryophyllin', 'Astrantiagenin c', 'Giganteumgenin c')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'INFO']",['INFO'],"['FOOD', 'PERSONAL CARE']",['INFO']
2380,Bactroban,"('Mupirocin', 'Pseudomonic acid', 'Bactroban', 'Mupirocine', 'Pseudomonic acid a')",MINDHVHHQZYEEK-HBBNESRFSA-N,['Personal care'],['PERSONAL CARE'],['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
