FEATURE_ID,SOURCE,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
740,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
741,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
742,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
743,WIKIPEDIA,"['INFO', 'MEDICAL']",['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
744,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
745,WIKIPEDIA,['MEDICAL'],['INFO'],['INFO'],['MEDICAL']
746,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
747,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
748,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
749,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
750,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
751,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
752,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
753,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
754,PUBMED,['MEDICAL'],['INDUSTRIAL'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
755,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
756,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
757,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
758,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
759,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
760,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
761,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
762,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
763,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
764,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
765,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
766,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
767,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
768,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
769,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
770,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
771,WIKIPEDIA,['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['MEDICAL']
772,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
773,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
774,PUBMED,"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO']
775,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
776,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
777,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
778,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
779,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
780,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
781,WIKIPEDIA,['MEDICAL'],['INDUSTRIAL'],['MEDICAL'],['MEDICAL']
782,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
783,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO'],['INFO']
784,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
785,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
786,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
787,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
788,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
789,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
790,PUBMED,['INFO'],['INDUSTRIAL'],['INFO'],['INFO']
791,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
792,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
793,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
794,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
795,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
796,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
797,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
798,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
799,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
800,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
801,WIKIPEDIA,['MEDICAL'],['INFO'],['INFO'],['INFO']
802,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
803,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
804,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
805,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
806,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
807,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
808,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO']
809,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
810,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
811,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
812,WIKIPEDIA,['INFO'],['MEDICAL'],['MEDICAL'],['MEDICAL']
813,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
814,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
815,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
816,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
817,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
818,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
819,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
820,,['INFO'],['INFO'],['INFO'],['INFO']
821,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
822,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
823,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
824,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
825,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
826,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
827,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
828,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
829,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
830,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
831,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
832,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
833,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
834,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
835,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
836,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
837,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
838,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
839,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
840,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
841,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
842,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
843,PUBMED,['INDUSTRIAL'],['INFO'],['INFO'],['INFO']
844,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
845,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
846,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
847,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
848,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
849,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
850,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
851,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
852,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
853,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
854,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
855,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
856,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
857,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
858,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
859,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
860,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
861,WIKIPEDIA,['INDUSTRIAL'],['MEDICAL'],['INFO'],['MEDICAL']
862,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
863,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
864,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
865,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
866,WIKIPEDIA,"['INDUSTRIAL', 'MEDICAL']","['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO']
867,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
868,WIKIPEDIA,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']"
869,WIKIPEDIA,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']"
870,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
871,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
872,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
873,PUBMED,['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO']
874,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
875,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
876,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
877,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
878,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['INFO'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
879,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
880,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
881,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
882,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
883,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
884,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
885,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
886,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
887,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
888,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
889,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
890,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
891,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
892,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
893,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
894,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
895,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
896,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
897,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
898,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
899,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
900,WIKIPEDIA,['PERSONAL CARE'],['INFO'],['PERSONAL CARE'],['INFO']
901,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
902,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
903,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
904,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
905,WIKIPEDIA,['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['MEDICAL']
906,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
907,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
908,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
909,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
910,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
911,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
912,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
913,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
914,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
915,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
916,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
917,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
918,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
919,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
920,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
921,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
922,PUBMED,['MEDICAL'],['INFO'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
923,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
924,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
925,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
926,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
927,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
928,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
929,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
930,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
931,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
932,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
933,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
934,WIKIPEDIA,['INDUSTRIAL'],['MEDICAL'],['INDUSTRIAL'],['INFO']
935,WIKIPEDIA,['MEDICAL'],['INDUSTRIAL'],['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']"
936,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
937,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
938,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
939,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
940,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
941,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
942,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
943,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
944,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
945,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
946,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
947,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
948,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
949,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
950,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
951,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
952,WIKIPEDIA,['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO']
953,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
954,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
955,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
956,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
957,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
958,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
959,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
960,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
961,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
962,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
963,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
964,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
965,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
966,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
967,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
968,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
969,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
970,WIKIPEDIA,"['INFO', 'MEDICAL']",['INFO'],"['MEDICAL', 'PERSONAL CARE']",['INFO']
971,WIKIPEDIA,"['MEDICAL', 'INFO']",['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
972,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
973,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
974,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO'],['INFO']
975,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
976,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
977,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
978,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
979,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
980,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
981,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
982,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
983,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
984,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
985,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
986,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
987,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
988,WIKIPEDIA,['INFO'],['MEDICAL'],['INFO'],['INFO']
989,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
990,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
991,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
992,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
993,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
994,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
995,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
996,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
997,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
998,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
999,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1000,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1001,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1002,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
1003,WIKIPEDIA,"['MEDICAL', 'FOOD']",['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']",['MEDICAL']
1004,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
1005,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
1006,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1007,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1008,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INDUSTRIAL'],['INFO']
1009,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1010,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1011,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1012,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
1013,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1014,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1015,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
1016,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1017,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1018,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1019,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1020,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
1021,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1022,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['MEDICAL']
1023,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1024,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1025,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1026,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1027,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1028,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
1029,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1030,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1031,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1032,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
1033,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
1034,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
1035,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
1036,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
1037,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
1038,PUBMED,['INDUSTRIAL'],['INFO'],['INFO'],['INFO']
1039,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
1040,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
1041,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
